Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Parental_Involvement_Encoded,Access_to_Resources_Encoded,Extracurricular_Activities_Encoded,Motivation_Level_Encoded,Internet_Access_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,School_Type_Encoded,Peer_Influence_Encoded,Learning_Disabilities_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Gender_Encoded,Study_Attendance_Product,Study_Sleep_Balance,Academic_Support_Index,Home_Support_Index,Wellbeing_Index
13,70,Medium,Medium,No,8,56,Medium,Yes,2,Medium,High,Public,Neutral,0,No,High School,Near,Male,62,2,2,0,2,1,2,3,0,0,0,1,3,1,910,1.625,8,5,8
35,78,High,Low,Yes,10,99,Medium,Yes,1,Low,Medium,Private,Positive,2,No,High School,Near,Male,72,3,1,1,2,1,1,2,1,1,0,1,3,1,2730,3.5,5,5,12
20,61,Medium,Low,Yes,7,70,Low,Yes,1,Medium,Medium,Private,Positive,4,No,High School,Moderate,Female,62,2,1,1,1,1,2,2,1,1,0,1,2,0,1220,2.857142857142857,5,5,11
20,76,High,High,Yes,6,87,Low,Yes,1,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Male,68,3,3,1,1,1,1,2,0,-1,0,3,2,1,1520,3.3333333333333335,7,7,10
20,83,High,Medium,No,7,89,Medium,Yes,3,Low,High,Private,Negative,4,No,High School,Near,Female,69,3,2,0,2,1,1,3,1,-1,0,1,3,0,1660,2.857142857142857,9,5,11
21,98,High,Medium,No,5,66,Low,Yes,3,High,High,Public,Positive,5,No,High School,Near,Male,73,3,2,0,1,1,3,3,0,1,0,1,3,1,2058,4.2,9,7,10
19,81,High,High,No,8,61,Low,Yes,3,Medium,Medium,Private,Negative,5,No,Postgraduate,Near,Male,69,3,3,0,1,1,2,2,1,-1,0,3,3,1,1539,2.375,9,8,13
17,93,Medium,Medium,Yes,9,64,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,67,2,2,1,2,1,2,2,0,0,0,1,2,0,1581,1.8888888888888888,6,5,12
17,82,Medium,Low,No,6,88,Low,Yes,2,Low,Low,Private,Neutral,3,No,Postgraduate,Near,Male,65,2,1,0,1,1,1,1,1,0,0,3,3,1,1394,2.8333333333333335,5,6,9
20,62,Low,Low,No,6,92,High,Yes,2,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,63,1,1,0,3,1,2,2,0,1,0,3,2,1,1240,3.3333333333333335,6,6,9
17,73,High,Medium,Yes,7,85,Medium,Yes,2,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,66,3,2,1,2,1,1,2,0,1,0,1,2,1,1241,2.4285714285714284,7,5,9
16,83,Medium,Medium,No,6,72,Medium,Yes,1,Low,High,Public,Positive,2,No,College,Near,Male,66,2,2,0,2,1,1,3,0,1,0,2,3,1,1328,2.6666666666666665,7,5,8
21,98,Medium,High,No,5,63,Low,Yes,0,Low,High,Public,Neutral,2,No,Postgraduate,Near,Male,70,2,3,0,1,1,1,3,0,0,0,3,3,1,2058,4.2,7,6,7
18,94,Medium,Medium,No,6,71,Low,Yes,2,High,Medium,Public,Neutral,3,No,Postgraduate,Far,Male,69,2,2,0,1,1,3,2,0,0,0,3,1,1,1692,3.0,7,8,9
29,69,Medium,High,No,6,96,Low,Yes,1,High,Medium,Public,Positive,4,No,High School,Near,Female,70,2,3,0,1,1,3,2,0,1,0,1,3,0,2001,4.833333333333333,7,6,10
4,69,Medium,Low,No,9,93,Low,No,2,Medium,High,Private,Negative,3,No,High School,Moderate,Female,58,2,1,0,1,0,2,3,1,-1,0,1,2,0,276,0.4444444444444444,6,5,12
27,68,Medium,Medium,No,9,66,Medium,Yes,3,High,Medium,Private,Positive,3,No,High School,Far,Male,67,2,2,0,2,1,3,2,1,1,0,1,1,1,1836,3.0,8,6,12
27,97,High,High,Yes,9,66,Low,Yes,1,Low,Medium,Public,Positive,3,No,High School,Far,Male,73,3,3,1,1,1,1,2,0,1,0,1,1,1,2619,3.0,7,5,12
8,94,High,Low,No,8,89,High,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,66,3,1,0,3,1,2,2,0,0,0,1,3,0,752,1.0,4,6,10
18,91,High,High,Yes,7,71,High,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,70,3,3,1,3,1,2,2,0,0,0,1,3,1,1638,2.5714285714285716,6,6,10
18,76,High,High,No,6,79,Medium,Yes,1,Medium,Medium,Private,Positive,2,No,Postgraduate,Far,Female,67,3,3,0,2,1,2,2,1,1,0,3,1,0,1368,3.0,7,8,8
12,80,Low,Low,No,9,71,High,Yes,1,Low,Low,Private,Positive,3,Yes,High School,Moderate,Female,60,1,1,0,3,1,1,1,1,1,1,1,2,0,960,1.3333333333333333,4,3,12
15,79,High,Medium,No,8,62,Low,Yes,1,Low,Low,Public,Positive,3,No,College,Near,Male,65,3,2,0,1,1,1,1,0,1,0,2,3,1,1185,1.875,5,6,11
13,70,Medium,Medium,No,5,59,Medium,Yes,0,Medium,High,Private,Positive,2,No,Postgraduate,Near,Female,63,2,2,0,2,1,2,3,1,1,0,3,3,0,910,2.6,6,7,7
31,80,High,High,Yes,6,57,Low,Yes,1,Medium,High,Private,Positive,3,No,High School,Near,Female,72,3,3,1,1,1,2,3,1,1,0,1,3,0,2480,5.166666666666667,8,6,9
26,61,Low,Medium,Yes,5,51,High,Yes,0,Low,Medium,Private,Neutral,5,No,High School,Moderate,Female,62,1,2,1,3,1,1,2,1,0,0,1,2,0,1586,5.2,5,3,10
28,65,Medium,Medium,Yes,4,64,Medium,Yes,6,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Male,70,2,2,1,2,1,2,3,0,0,0,3,3,1,1820,7.0,12,7,7
24,95,High,Low,Yes,8,59,Medium,Yes,2,Low,High,Public,Negative,1,No,College,Moderate,Male,70,3,1,1,2,1,1,3,0,-1,0,2,2,1,2280,3.0,7,6,9
13,90,Medium,Medium,No,5,63,Medium,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,64,2,2,0,2,1,1,2,0,0,0,1,2,0,1170,2.6,5,4,9
17,77,Medium,Medium,Yes,6,54,Low,Yes,3,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,64,2,2,1,1,1,1,2,0,0,0,1,2,1,1309,2.8333333333333335,8,4,10
23,81,Medium,Low,Yes,7,67,Medium,Yes,0,Medium,High,Private,Positive,5,No,High School,Moderate,Female,67,2,1,1,2,1,2,3,1,1,0,1,2,0,1863,3.2857142857142856,5,5,12
13,75,Medium,High,Yes,7,76,High,Yes,1,Medium,High,Public,Negative,1,No,High School,Moderate,Male,64,2,3,1,3,1,2,3,0,-1,0,1,2,1,975,1.8571428571428572,8,5,8
24,90,Medium,Medium,Yes,6,97,Low,Yes,1,High,High,Public,Positive,4,No,High School,Near,Male,72,2,2,1,1,1,3,3,0,1,0,1,3,1,2160,4.0,7,6,10
19,91,Medium,Low,No,9,67,Medium,Yes,0,Medium,Medium,Private,Negative,3,No,College,Near,Female,66,2,1,0,2,1,2,2,1,-1,0,2,3,0,1729,2.111111111111111,4,6,12
18,91,Medium,Medium,No,5,52,Medium,Yes,2,Medium,Medium,Public,Negative,4,No,High School,Moderate,Female,66,2,2,0,2,1,2,2,0,-1,0,1,2,0,1638,3.6,7,5,9
24,89,Medium,High,Yes,5,68,Medium,Yes,0,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,71,2,3,1,2,1,1,3,0,1,0,3,3,0,2136,4.8,7,6,7
23,68,Low,Low,No,8,91,Medium,Yes,5,Low,Medium,Public,Negative,5,No,Postgraduate,Near,Female,66,1,1,0,2,1,1,2,0,-1,0,3,3,0,1564,2.875,9,5,13
18,74,Medium,Low,Yes,6,67,High,Yes,2,Low,High,Public,Neutral,2,No,High School,Near,Male,64,2,1,1,3,1,1,3,0,0,0,1,3,1,1332,3.0,7,4,8
27,79,Medium,Low,No,6,65,Low,Yes,0,Medium,Medium,Private,Negative,2,No,College,Near,Male,66,2,1,0,1,1,2,2,1,-1,0,2,3,1,2133,4.5,4,6,8
14,73,Medium,Low,Yes,5,96,Low,Yes,1,Low,Medium,Public,Negative,3,No,High School,Moderate,Female,62,2,1,1,1,1,1,2,0,-1,0,1,2,0,1022,2.8,5,4,8
24,90,Medium,Medium,No,8,65,Medium,Yes,4,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,70,2,2,0,2,1,1,2,0,0,0,1,2,1,2160,3.0,9,4,12
24,73,Medium,Medium,Yes,7,99,Medium,Yes,3,Medium,High,Private,Neutral,3,No,High School,Near,Female,69,2,2,1,2,1,2,3,1,0,0,1,3,0,1752,3.4285714285714284,9,5,10
18,66,High,Medium,No,7,92,Medium,Yes,2,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,65,3,2,0,2,1,1,2,1,0,0,1,2,1,1188,2.5714285714285716,7,5,11
22,76,High,Medium,Yes,6,84,High,Yes,2,Medium,High,Public,Neutral,3,No,High School,Near,Male,70,3,2,1,3,1,2,3,0,0,0,1,3,1,1672,3.6666666666666665,8,6,9
12,99,High,High,Yes,6,80,Medium,No,0,High,Medium,Public,Positive,3,No,High School,Moderate,Male,70,3,3,1,2,0,3,2,0,1,0,1,2,1,1188,2.0,5,7,9
26,69,Medium,Medium,Yes,7,61,Medium,Yes,1,High,High,Public,Positive,2,No,College,Near,Male,67,2,2,1,2,1,3,3,0,1,0,2,3,1,1794,3.7142857142857144,7,7,9
19,84,Medium,High,Yes,8,87,Low,Yes,2,Low,High,Public,Positive,3,No,High School,Moderate,Female,69,2,3,1,1,1,1,3,0,1,0,1,2,0,1596,2.375,9,4,11
17,77,Low,Medium,No,9,67,Low,Yes,0,Low,High,Public,Neutral,5,Yes,High School,Near,Female,62,1,2,0,1,1,1,3,0,0,1,1,3,0,1309,1.8888888888888888,6,3,14
26,63,Medium,High,Yes,9,74,Medium,Yes,1,Low,Medium,Private,Positive,4,No,High School,Near,Female,67,2,3,1,2,1,1,2,1,1,0,1,3,0,1638,2.888888888888889,7,4,13
16,80,High,Medium,No,8,55,High,No,0,Low,Medium,Public,Positive,6,No,College,Moderate,Male,65,3,2,0,3,0,1,2,0,1,0,2,2,1,1280,2.0,4,6,14
12,88,Medium,Medium,No,8,65,Medium,Yes,0,Low,Medium,Public,Positive,4,No,High School,Near,Male,65,2,2,0,2,1,1,2,0,1,0,1,3,1,1056,1.5,5,4,12
11,81,Medium,High,Yes,5,76,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Far,Male,65,2,3,1,2,1,1,2,0,0,0,3,1,1,891,2.2,7,6,8
24,95,Medium,Low,Yes,6,73,Medium,No,3,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,69,2,1,1,2,0,1,2,0,1,0,1,2,1,2280,4.0,6,4,8
12,72,Medium,Medium,No,8,67,Low,Yes,4,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,63,2,2,0,1,1,2,2,0,0,0,1,3,1,864,1.5,9,5,12
31,63,Low,High,Yes,7,74,Low,Yes,3,Medium,Medium,Public,Negative,2,No,College,Moderate,Male,66,1,3,1,1,1,2,2,0,-1,0,2,2,1,1953,4.428571428571429,9,5,9
8,97,Medium,High,Yes,8,87,Medium,Yes,0,Medium,Medium,Public,Positive,2,Yes,High School,Near,Male,67,2,3,1,2,1,2,2,0,1,1,1,3,1,776,1.0,6,5,10
30,75,Medium,Medium,No,8,73,High,Yes,1,Medium,Medium,Public,Negative,3,No,College,Near,Male,69,2,2,0,3,1,2,2,0,-1,0,2,3,1,2250,3.75,6,6,11
21,83,Medium,Medium,Yes,8,75,High,Yes,1,Low,High,Public,Neutral,2,No,High School,Far,Male,67,2,2,1,3,1,1,3,0,0,0,1,1,1,1743,2.625,7,4,10
19,92,Medium,Medium,Yes,5,85,Medium,Yes,1,Medium,High,Private,Neutral,4,No,High School,Near,Male,70,2,2,1,2,1,2,3,1,0,0,1,3,1,1748,3.8,7,5,9
17,73,High,High,Yes,7,92,Medium,Yes,2,High,Medium,Private,Negative,2,No,High School,Moderate,Male,67,3,3,1,2,1,3,2,1,-1,0,1,2,1,1241,2.4285714285714284,8,7,9
22,89,High,Medium,No,6,76,Medium,Yes,2,Low,Medium,Public,Neutral,4,No,High School,Near,Male,70,3,2,0,2,1,1,2,0,0,0,1,3,1,1958,3.6666666666666665,7,5,10
20,65,High,High,Yes,6,97,Medium,Yes,0,Low,Low,Private,Negative,3,No,High School,Moderate,Female,65,3,3,1,2,1,1,1,1,-1,0,1,2,0,1300,3.3333333333333335,5,5,9
27,72,Medium,Low,No,4,68,Medium,No,0,Medium,High,Public,Negative,3,Yes,College,Near,Male,63,2,1,0,2,0,2,3,0,-1,1,2,3,1,1944,6.75,4,6,7
21,66,Medium,Medium,Yes,7,63,Medium,Yes,0,High,Medium,Public,Neutral,3,No,High School,Near,Female,64,2,2,1,2,1,3,2,0,0,0,1,3,0,1386,3.0,5,6,10
21,92,High,Medium,Yes,4,85,Low,Yes,1,High,Medium,Public,Negative,3,No,High School,Far,Male,69,3,2,1,1,1,3,2,0,-1,0,1,1,1,1932,5.25,6,7,7
18,69,Low,Medium,No,8,59,Low,No,1,Low,Medium,Public,Positive,4,No,High School,Near,Female,60,1,2,0,1,0,1,2,0,1,0,1,3,0,1242,2.25,5,3,12
20,89,Low,Medium,Yes,9,95,Medium,Yes,3,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,69,1,2,1,2,1,1,2,0,1,0,1,2,1,1780,2.2222222222222223,8,3,12
22,98,Medium,Low,Yes,8,69,Medium,Yes,4,High,Medium,Private,Positive,2,No,High School,Near,Female,72,2,1,1,2,1,3,2,1,1,0,1,3,0,2156,2.75,8,6,10
10,81,Medium,Low,Yes,7,85,Low,Yes,1,Low,Medium,Public,Neutral,2,No,College,Near,Male,63,2,1,1,1,1,1,2,0,0,0,2,3,1,810,1.4285714285714286,5,5,9
12,82,Low,Medium,No,9,79,High,Yes,0,Low,Medium,Private,Positive,2,No,College,Moderate,Female,63,1,2,0,3,1,1,2,1,1,0,2,2,0,984,1.3333333333333333,5,4,11
24,78,High,Low,Yes,7,53,High,Yes,0,Medium,Medium,Public,Neutral,4,Yes,High School,Near,Male,66,3,1,1,3,1,2,2,0,0,1,1,3,1,1872,3.4285714285714284,4,6,11
21,73,Medium,Medium,No,6,85,Medium,Yes,6,Medium,High,Public,Neutral,5,No,College,Near,Male,70,2,2,0,2,1,2,3,0,0,0,2,3,1,1533,3.5,12,6,11
19,79,Medium,High,Yes,7,90,Medium,Yes,1,High,Medium,Public,Negative,4,No,College,Far,Female,68,2,3,1,2,1,3,2,0,-1,0,2,1,0,1501,2.7142857142857144,7,7,11
20,84,Medium,Medium,Yes,10,99,Low,Yes,2,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,69,2,2,1,1,1,2,2,1,1,0,1,2,1,1680,2.0,7,5,13
22,99,Medium,Medium,Yes,5,71,High,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Female,72,2,2,1,3,1,2,3,0,0,0,2,3,0,2178,4.4,6,6,9
17,98,Low,High,No,5,75,Low,Yes,1,Low,Low,Private,Positive,3,Yes,College,Near,Male,67,1,3,0,1,1,1,1,1,1,1,2,3,1,1666,3.4,6,4,8
15,94,Low,Medium,No,8,94,Low,Yes,1,High,Medium,Public,Positive,4,No,High School,Moderate,Male,68,1,2,0,1,1,3,2,0,1,0,1,2,1,1410,1.875,6,5,12
21,96,Medium,High,No,7,63,Medium,Yes,1,Medium,Medium,Private,Negative,2,No,Postgraduate,Far,Female,70,2,3,0,2,1,2,2,1,-1,0,3,1,0,2016,3.0,7,7,9
14,79,High,Medium,Yes,6,59,Medium,Yes,5,Medium,High,Public,Positive,3,No,Postgraduate,Far,Male,68,3,2,1,2,1,2,3,0,1,0,3,1,1,1106,2.3333333333333335,11,8,9
22,86,Medium,Medium,Yes,5,57,High,Yes,2,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,69,2,2,1,3,1,2,2,0,1,0,2,2,1,1892,4.4,7,6,8
10,96,Medium,Medium,No,4,99,Medium,Yes,1,Medium,Medium,Private,Negative,5,No,College,Near,Female,68,2,2,0,2,1,2,2,1,-1,0,2,3,0,960,2.5,6,6,9
26,76,Medium,Medium,No,5,64,Low,Yes,0,Medium,Medium,Public,Positive,5,No,College,Far,Female,66,2,2,0,1,1,2,2,0,1,0,2,1,0,1976,5.2,5,6,10
23,98,Medium,Medium,No,9,88,High,Yes,1,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,72,2,2,0,3,1,1,2,0,-1,0,3,2,0,2254,2.5555555555555554,6,6,13
22,77,Medium,Medium,Yes,7,72,Medium,Yes,2,Medium,High,Public,Neutral,3,No,High School,Near,Male,67,2,2,1,2,1,2,3,0,0,0,1,3,1,1694,3.142857142857143,8,5,10
26,84,Low,High,No,4,62,Medium,No,3,High,High,Public,Positive,2,No,High School,Near,Male,70,1,3,0,2,0,3,3,0,1,0,1,3,1,2184,6.5,9,5,6
30,88,High,Medium,Yes,9,96,Medium,Yes,1,Medium,High,Private,Neutral,3,Yes,High School,Near,Male,73,3,2,1,2,1,2,3,1,0,1,1,3,1,2640,3.3333333333333335,7,6,12
26,98,Medium,Low,Yes,9,73,High,Yes,1,High,Low,Public,Neutral,6,No,Postgraduate,Moderate,Male,73,2,1,1,3,1,3,1,0,0,0,3,2,1,2548,2.888888888888889,4,8,15
9,70,Medium,Medium,No,9,78,Low,Yes,1,Medium,Low,Public,Neutral,2,No,High School,Near,Female,60,2,2,0,1,1,2,1,0,0,0,1,3,0,630,1.0,5,5,11
12,90,Medium,High,No,6,61,Low,Yes,2,Medium,High,Public,Neutral,3,No,College,Near,Male,67,2,3,0,1,1,2,3,0,0,0,2,3,1,1080,2.0,9,6,9
16,81,High,Medium,Yes,7,66,Medium,Yes,3,High,High,Private,Positive,4,No,High School,Near,Male,69,3,2,1,2,1,3,3,1,1,0,1,3,1,1296,2.2857142857142856,9,7,11
20,71,Medium,Low,No,7,87,High,Yes,1,Medium,Medium,Public,Negative,5,No,High School,Near,Male,65,2,1,0,3,1,2,2,0,-1,0,1,3,1,1420,2.857142857142857,5,5,12
23,91,Low,High,Yes,9,67,Low,Yes,2,Low,Medium,Public,Neutral,4,No,High School,Near,Female,70,1,3,1,1,1,1,2,0,0,0,1,3,0,2093,2.5555555555555554,8,3,13
16,82,High,High,Yes,6,75,Low,Yes,3,Medium,Medium,Public,Neutral,3,No,College,Moderate,Female,68,3,3,1,1,1,2,2,0,0,0,2,2,0,1312,2.6666666666666665,9,7,9
21,86,Medium,Low,No,6,56,Medium,Yes,1,Low,High,Private,Negative,2,No,College,Near,Female,66,2,1,0,2,1,1,3,1,-1,0,2,3,0,1806,3.5,6,5,8
15,73,Low,High,Yes,8,93,Medium,Yes,1,Low,High,Public,Positive,4,No,College,Far,Male,65,1,3,1,2,1,1,3,0,1,0,2,1,1,1095,1.875,8,4,12
16,79,Low,Medium,Yes,9,87,Medium,Yes,1,Low,Medium,Public,Neutral,2,No,College,Moderate,Female,64,1,2,1,2,1,1,2,0,0,0,2,2,0,1264,1.7777777777777777,6,4,11
12,85,High,High,Yes,7,88,High,Yes,1,Low,Medium,Public,Neutral,0,No,College,Far,Female,67,3,3,1,3,1,1,2,0,0,0,2,1,0,1020,1.7142857142857142,7,6,7
14,76,High,Medium,Yes,8,59,Low,Yes,3,Medium,Medium,Private,Neutral,5,No,High School,Moderate,Male,65,3,2,1,1,1,2,2,1,0,0,1,2,1,1064,1.75,8,6,13
12,68,High,High,Yes,7,75,Medium,Yes,1,Medium,Low,Private,Positive,4,No,High School,Near,Male,64,3,3,1,2,1,2,1,1,1,0,1,3,1,816,1.7142857142857142,6,6,11
14,98,High,High,No,7,51,Medium,Yes,0,Medium,Low,Public,Positive,1,Yes,High School,Near,Male,67,3,3,0,2,1,2,1,0,1,1,1,3,1,1372,2.0,5,6,8
26,80,Medium,Low,Yes,6,66,Medium,Yes,2,High,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,70,2,1,1,2,1,3,2,0,0,0,3,3,1,2080,4.333333333333333,6,8,10
14,89,Medium,Low,Yes,5,67,Low,No,3,Low,Low,Private,Neutral,3,No,High School,Far,Female,63,2,1,1,1,0,1,1,1,0,0,1,1,0,1246,2.8,5,4,8
36,76,Medium,Medium,No,6,96,Medium,Yes,1,Low,Medium,Private,Neutral,2,No,College,Near,Male,71,2,2,0,2,1,1,2,1,0,0,2,3,1,2736,6.0,6,5,8
23,74,High,Low,No,6,100,Low,Yes,2,High,Low,Private,Positive,3,No,High School,Near,Male,68,3,1,0,1,1,3,1,1,1,0,1,3,1,1702,3.8333333333333335,5,7,9
21,76,Medium,Medium,No,7,81,Medium,Yes,0,Medium,High,Private,Positive,2,No,College,Moderate,Female,67,2,2,0,2,1,2,3,1,1,0,2,2,0,1596,3.0,6,6,9
15,76,High,High,Yes,9,76,Medium,Yes,1,Medium,High,Public,Neutral,2,No,Postgraduate,Far,Female,67,3,3,1,2,1,2,3,0,0,0,3,1,0,1140,1.6666666666666667,8,8,11
24,82,Low,Medium,Yes,7,72,Medium,Yes,0,Medium,High,Public,Positive,2,No,Postgraduate,Moderate,Female,68,1,2,1,2,1,2,3,0,1,0,3,2,0,1968,3.4285714285714284,6,6,9
17,82,High,Medium,No,6,51,Medium,Yes,1,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,66,3,2,0,2,1,1,2,0,1,0,3,2,1,1394,2.8333333333333335,6,7,9
21,80,Medium,Medium,Yes,8,90,Medium,Yes,0,Medium,Medium,Public,Negative,4,No,College,Near,Male,68,2,2,1,2,1,2,2,0,-1,0,2,3,1,1680,2.625,5,6,12
35,65,High,Medium,Yes,7,84,High,Yes,0,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,70,3,2,1,3,1,2,2,0,1,0,1,2,1,2275,5.0,5,6,9
19,80,Low,Low,No,8,82,Medium,Yes,5,Low,Low,Public,Positive,3,No,College,Near,Male,67,1,1,0,2,1,1,1,0,1,0,2,3,1,1520,2.375,8,4,11
27,67,Low,Medium,Yes,6,90,Medium,Yes,2,High,High,Private,Neutral,3,No,High School,Moderate,Male,67,1,2,1,2,1,3,3,1,0,0,1,2,1,1809,4.5,8,5,9
16,65,Low,High,No,9,96,Low,Yes,2,Low,Medium,Public,Negative,2,No,High School,Near,Male,62,1,3,0,1,1,1,2,0,-1,0,1,3,1,1040,1.7777777777777777,8,3,11
20,97,Medium,High,No,9,69,Low,Yes,0,Low,Low,Public,Negative,3,Yes,High School,Near,Male,67,2,3,0,1,1,1,1,0,-1,1,1,3,1,1940,2.2222222222222223,5,4,12
31,84,Medium,High,No,7,71,Low,Yes,4,Low,Medium,Public,Negative,4,No,High School,Far,Male,70,2,3,0,1,1,1,2,0,-1,0,1,1,1,2604,4.428571428571429,10,4,11
16,86,High,High,No,8,99,Medium,Yes,4,Low,High,Private,Neutral,4,No,College,Near,Male,72,3,3,0,2,1,1,3,1,0,0,2,3,1,1376,2.0,11,6,12
31,76,Medium,Medium,Yes,9,83,Medium,Yes,2,High,Medium,Private,Negative,3,No,High School,Moderate,Female,70,2,2,1,2,1,3,2,1,-1,0,1,2,0,2356,3.4444444444444446,7,6,12
24,96,Low,High,No,6,93,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Moderate,Female,94,1,3,0,2,1,1,2,0,0,0,1,2,0,2304,4.0,8,3,8
17,86,Medium,Medium,No,7,61,Medium,No,2,High,Medium,Public,Positive,3,No,High School,Moderate,Male,66,2,2,0,2,0,3,2,0,1,0,1,2,1,1462,2.4285714285714284,6,6,10
24,91,Low,Low,Yes,7,66,High,Yes,2,Low,High,Public,Neutral,3,No,High School,Near,Male,69,1,1,1,3,1,1,3,0,0,0,1,3,1,2184,3.4285714285714284,7,3,10
26,75,High,Medium,No,5,70,Low,Yes,0,High,Low,Private,Neutral,2,No,Postgraduate,Near,Male,68,3,2,0,1,1,3,1,1,0,0,3,3,1,1950,5.2,4,9,7
24,98,High,Low,No,8,66,High,Yes,2,Low,Medium,Public,Positive,1,No,High School,Moderate,Male,71,3,1,0,3,1,1,2,0,1,0,1,2,1,2352,3.0,6,5,9
11,93,High,Medium,No,9,94,Medium,Yes,4,Low,High,Public,Neutral,4,No,High School,Moderate,Male,69,3,2,0,2,1,1,3,0,0,0,1,2,1,1023,1.2222222222222223,10,5,13
16,94,Medium,Medium,No,7,76,Low,Yes,2,Medium,Medium,Public,Neutral,3,Yes,High School,Near,Female,67,2,2,0,1,1,2,2,0,0,1,1,3,0,1504,2.2857142857142856,7,5,10
19,67,Low,Medium,Yes,8,98,Medium,Yes,2,Low,Medium,Private,Negative,2,No,Postgraduate,Near,Female,64,1,2,1,2,1,1,2,1,-1,0,3,3,0,1273,2.375,7,5,10
20,71,Medium,Medium,Yes,9,66,Medium,Yes,1,Medium,Low,Private,Negative,5,Yes,College,Near,Female,63,2,2,1,2,1,2,1,1,-1,1,2,3,0,1420,2.2222222222222223,5,6,14
24,71,Medium,High,Yes,6,52,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,College,Far,Female,66,2,3,1,2,1,2,2,1,0,0,2,1,0,1704,4.0,8,6,9
21,71,High,Medium,Yes,8,57,Low,No,2,High,Medium,Public,Positive,1,No,Postgraduate,Near,Female,66,3,2,1,1,0,3,2,0,1,0,3,3,0,1491,2.625,6,9,9
12,94,Low,High,Yes,6,61,Medium,Yes,3,High,High,Public,Neutral,4,No,College,Near,Male,69,1,3,1,2,1,3,3,0,0,0,2,3,1,1128,2.0,10,6,10
22,61,Low,Low,Yes,6,82,Low,Yes,4,Medium,Medium,Public,Positive,4,No,High School,Moderate,Female,64,1,1,1,1,1,2,2,0,1,0,1,2,0,1342,3.6666666666666665,8,4,10
24,63,High,Medium,No,8,59,Low,Yes,1,Low,Medium,Public,Neutral,3,Yes,High School,Near,Male,62,3,2,0,1,1,1,2,0,0,1,1,3,1,1512,3.0,6,5,11
23,71,Medium,Medium,Yes,7,69,High,Yes,3,Low,Medium,Public,Positive,5,Yes,High School,Far,Female,66,2,2,1,3,1,1,2,0,1,1,1,1,0,1633,3.2857142857142856,8,4,12
26,68,Medium,High,Yes,8,90,Medium,Yes,4,Low,High,Private,Neutral,3,No,High School,Near,Male,70,2,3,1,2,1,1,3,1,0,0,1,3,1,1768,3.25,11,4,11
25,69,High,Medium,Yes,7,56,Medium,Yes,2,Low,Medium,Private,Neutral,4,No,High School,Near,Male,67,3,2,1,2,1,1,2,1,0,0,1,3,1,1725,3.5714285714285716,7,5,11
23,92,Low,Medium,No,8,54,Medium,Yes,0,High,Low,Public,Positive,1,No,Postgraduate,Near,Female,68,1,2,0,2,1,3,1,0,1,0,3,3,0,2116,2.875,4,7,9
20,83,High,Low,No,9,77,High,Yes,0,Low,Medium,Public,Positive,3,Yes,High School,Near,Male,67,3,1,0,3,1,1,2,0,1,1,1,3,1,1660,2.2222222222222223,4,5,12
10,60,Medium,Medium,No,9,85,Medium,Yes,0,Medium,High,Public,Positive,4,No,Postgraduate,Near,Male,62,2,2,0,2,1,2,3,0,1,0,3,3,1,600,1.1111111111111112,6,7,13
23,77,Low,Medium,Yes,8,96,Medium,Yes,1,High,Medium,Private,Neutral,1,Yes,College,Near,Male,67,1,2,1,2,1,3,2,1,0,1,2,3,1,1771,2.875,6,6,9
